,review,condition,drugName
30526,"""I&#;m currently on Atretin, which is the same thing as Accutane. The only side effect I&#;ve had is the chapped lips but I also stay out of the sun a lot because you can REALLY get BAD SUNBUR. I&#;m only really  months in so I still get a few breakouts but they go away very quickly. My skin is looking so much better. I looked like corn on the cob before the treatment but now I look so much clearer. I don&#;t regret taking this medication at all. I recommend it for anyone with acne troubles.""",0,5
30534,"""I&#;ve struggled with anxiety and panic attacks since I was about . I&#;m  now and it flared up again this year, so I started on mg of escitalopram after seeing my doctor. The first few weeks were really hard. I felt sick and had no appetite at all - great for weight loss! But not very nice feeling so nauseous. I also felt much much more anxious, really horribly panicky at times, I felt quite desperate. I&#;d say it took - weeks to subside and since then I&#;ve felt so so much better. I&#;m calmer and more positive and less plagued by anxious thoughts all the time. I just feel like me again. It&#;s quite an incredible medication &amp; I&#;m so grateful that its there &amp; it works. The first few weeks are really hard but it&#;s so worth sticking with it!""",2,3
30640,"""I started Accutane when I was . My skin looked  really bad. I had pimples on my face approaching the size of dimes. The acne went over my shoulders, down the front of my chest and down to the bottom of my back. 

I tried all the creams and fancy products and nothing worked. My doctor finally put me on a round of Accutane. The first dose I was on for a couple of months didn&#;t do much, so the doctor doubled it. Within six months, my acne was almost all gone and I stopped treatment. Within  months I had zero acne and zero scarring - my skin was utterly flawless and still is. I am now basically cured of acne - less than half a dozen pimples in ten years. Miracle.""",0,5
30691,"""I&#;ve been on lexapro for months now but recently i have been experiencing bad nausea at night only. Im thinking about switching if it doesn&#;t stop (night )""",2,3
30801,"""I had been taking Citalopram for over  years (MG) when my doctor switched me to Escitalopram several months ago.  We started with MG, and it definitely helped, but my anxiety was still bad, so we decided to increase the dose to MG about  weeks ago.  I haven&#;t had a panic attack since, but I am extremely lethargic and unmotivated.  I sleep - hours a day (I have a very flexible work schedule), and I&#;m still tired and take naps during the day.  I make up any excuse not to do my work, and I have trouble getting myself to do ANYTHING, including going outside.  I won&#;t even walk to the store if I really need something.  I&#;ve always loved to sleep, but I used to be extremely self-motivated.""",2,3
30810,"""From the first dose of mg of this medication on the bottle. I have not had one episode of a panic or anxiety attack, nor felt drowsy, and have been able to clearly understand and interpret the current issues in my life and the decisions and actions I will be required to make. At present take mg  times a day, with the hope of reducing this shortly.""",2,1
30812,"""I have severe chronic fatigue. I have tried everything for relief. I have been taking Tramadol mg one per day for  years I have found this drug gives the most relief out of anything I have tried. I have no side effects at all. I would highly recommend Tramadol for anyone suffering from CFS.""",4,7
30873,"""Yes, this medication works. It works very well for chronic anxiety disorder and  sudden onsets of severe panic attacks. Knowing what I know now, I wish with all my being it had never ever been prescribed to me, and without the absurd nonchalance dozens of practitioners have portrayed. 
I&#;m  and have been prescribed clonazopam for  years. Ive been in situations where my health insurance is in transition and I must go off the medication abruptly-- this is when I realized how deep I was. Weeks upon weeks of non stop physical, emotional, and psychological withdrawal effects that are like hell. Words cannot accurately describe just how awful it is. This, again, has been my experience during withdrawal as a long term clonazopam patient. 
All skin, especially the face, becomes numb. Vision gets fuzzy and difficult to see clearly. Panic attacks become extremely exasperated, frequent and debilitating. Severe irritability. Worst of all: a terrifying disconnection between your mind and body; as if you&#;re an onlooker watching and feeling this horrible thing happen to you, but not actually feeling connected to any of it-- that one is tough to explain. All of this... It can lasts months, maybe more. That&#;s right. Not just some one week hump to overcome. 
After finding how awful the withdrawal is I&#;ve been attempting to ween very very slowly down from  mg doses per day to eventually zero, hopefully. After six months of gradually decreases in dose I&#;m now at - mg doses per day and I&#;m not sure how or if I can go much less than that. No doctors I&#;ve had have been of any help. The ween down was my idea and the rate of it was also my idea based on experience. It sure would be nice to meet a doctor that truly had knowledge of this withdrawal syndrome and took it a bit more seriously. I am confident that the medication is no longer treating my anxiety disorder, but simply preventing withdrawal from the meds themselves. And there don&#;t seem to be any good alternatives. It&#;s a long road ahead, please think it over and over with someone knowledgeable before being so quick to embrace this miracle drug. The truth is that most of us actually need very real psychotherapy, not chemicals that run our lives. 
Once again, all my point of view from my personal experience. It feels very good to share this.""",2,2
30918,"""This medication was/is a life saver.  Took  weeks to adjust to it and about a month to feel its positive effects.  I would say it changed my life for the better BUT I now realize my weight gain over the . years is due to the medication so I will try to wean off.  I also slept beautifully on it, but too much.""",2,3
30989,"""I have been taking this medicine for one n half months. I have seen a lot of side effects as others do like short temper, extremely dry lips chest pain, joint pain n irregular sleep, apart from that it does work on acne. When I started taking this drug my skin was bumped with pimples n blackheads all over my face. Till now most of them are gone but they left deep scars n redness on my cheeks .""",0,5
31043,"""I was put on klonopin at age . I took it as prescribed for  years, going from . mgs to -mgs a day. While it worked great for anxiety and insomnia, I wish I had never taken this medication. Last year I was detoxed off of it. When I tapered off I didn&#;t sleep at all for  days. After that I had extreme anxiety and agitation. I couldn&#;t sit still for months, I had to take a non addictive medication to be able to sleep at all. I was unable to eat well for months. 
Doctors don&#;t think to tell you that this medication makes you physically dependant. You cannot stop abruptly or you risk seizures. It is made for short term use, about  weeks. I wish I had never taken this medication. I will never take another benzodiazapine again.""",2,2
31066,"""nerve pain, tingling, painful tension, numbness in face, headaches, shoulder and ear pain, &quot;zaps&quot; in face due to really bad TMJ for  months. That caused a major depression and extreme anxiety &amp; insomnia. After I was hospitalized for a brain surgery (different story, not related) and the doctors heard about my story the pain management department got involved &amp; rx&#;d Gaba &amp; Opipramol (Germany). Immediate relieve of % of my symptoms with the first dose of  mg. I went up to  x daily and was back to my old self within a week. After a horrific dentist app  months later I was left with tons of more pain &amp; had to goto mg to feel effects on pain, despite Gaba fell in deep depression, anxiety etc.Just added nortriptyline &amp; see....""",4,4
31080,"""I took Accutane  years ago while I was in high school. It&#;s amazing what it did for my skin. The only side effect I had while taking it was a lot of really bad nightmares. After ten years my skin is still clear. I think I had my first pimple  or  years after taking it and only  more since then. I was on the lowest dose for  months. I was diagnosed with irritable bowel syndrome a few years after taking Accutane though, which can be a side effect. It worked wonders for my skin so if your acne is severe and you&#;ve tried numerous other products that don&#;t work I would recommend taking Accutane.""",0,5
31111,"""This is the only medication that makes me able to focus and stop obsessing on things I can&#;t control and makes me able to be productive and active.""",2,1
31159,"""I had been prescribed Klonopin in the past to treat severe anxiety until my appointment with a psychiatrist who deemed that such an approach to my anxiety issues was heavy handed. He took me off of them and since then I&#;ve been on Lexapro, Buspar, Seroquel, Zoloft, Pristiq, Paxil, Atarax all to little or no avail. I moved to a different area and got a new Psychiatrist who diagnosed me with Post Traumatic Stress Disorder. The original course of treatment for that was Ativan .mg three times daily. I was switched to Xanax mg twice a day as needed. A couple of months passed by without substantial improvement and I was bumped to Xanax mg x day Doctor decided Klonopin would be a better approach earlier today. So far so good.""",2,2
31290,"""Best anti anxiety medication by far. It&#;s Exactly like a Xanax + Valium combination. You get the potency, you get the long half life, you get the great muscle relaxing properties, you also get the best Maintnance Benzo, best for long term use . Etc etc. I tried Ativan, / rating. Valium, / rating, and Xanax, ./ rating. I finally got introduced to Klonopin, and I found exactly what I was looking for. /!""",2,2
31305,"""I took Accutane back in , at that time I had been struggling with juvenile acne to severe cystic acne for a long time ( years old). I was  when I started taking this. It changed my life, no more heavy makeup, no more hiding my face, no more painful breakouts.
I had no side effects, nor do I have any side effects now. My acne never came back  years later. Some people do not have side effects to this medication and if monitored correctly it is safe and it can change your life. """,0,5
31348,"""I took this as I was not sleeping well with Parkinson&#;s Disease I fell several times and really hurt myself.  My balance was much worse.""",3,2
31355,"""Greater Trochanteric Bursitis diagnosis, did Physical Therapy, cortisone injections, tight IT bands, stabbing, shooting pain from hip to ankle. Was put on Gabapentin, I only take at night due to some &quot;drunk feeling&quot; side effects. I can sleep most of the night.  After an X-ray, two MRI&#;s finally found out I have a full tear of the gluteus minimus in left hip and partial in right. I will continue taking til surgery and probably after as well, as I can only have one side repaired at a time.  Has seemed to work wonders for me!""",4,4
31404,"""GREAT for anxiety. The ONLY problem I&#;ve had is after taking it regularly, when I try to reduce the dosage or frequency, my anxiety increases.""",2,1
31407,"""About  years ago I was on Lexapro mg, then I was off. Then about  months ago I was on Lexapro mg again then up to mg but my libido pretty much became non existent. I had weight gain, I tried working out but it didn&#;t help the problem. It worked with my anxiety but after a while I felt like it was wearing off and I was becoming accustomed. I had lost my job and had no insurance so I couldn&#;t afford my Lexapro, so I was cut off up until about  days ago. The withdrawals were INSANE, I had so many attacks and brain zaps I really wanted to crash my car into incoming traffic, I would have my mom come pick me up while I would park on the side of the road.""",2,3
31476,"""They are a huge help, I have post-traumatic stress disorder, anxiety, and agoraphobia and if I didn&#;t have Xanax don&#;t think I could go out of the house. I also have seizures and take Topamax. Everything got worse when my libido passed! Now I can do the things I used to do!""",2,1
31491,"""I was prescribed gabapentin for back surgery pain, and nerve pain from diabetes...  I&#;m on the max dose,  mg  times a day... All I can say is thank you Load for freeing me up from the opiates!  My mood is great, I sleep well and my pain has diminished by %! I am  years old, forced to retire due to excessive back pain ( surgeries, one spinal fusion) and very bad nerve pain in my feet and hands... I&#;ve had no side effects and all my doctors (I&#;ve had triple bypass also... No heart attack, thank God.. No damage to my heart) have said there is no reason to discontinue using it !""",2,4
31566,"""I was once you, anxiously reading reviews for Lexapro. I began getting severe anxiety and mild depression and my doctor recommended mg of Lexapro. I have never liked taking drugs, but I felt like it was my only choice.
The first - weeks my experience worsened. Every side effect you could have, I had. Drowsiness, sleep problems, nausea, vomiting, decreased libido, constant yawning, the list goes on. However it started to lighten up every week. By Week , every side effect was gone.
 months later and I&#;m still on mg and I can&#;t explain how much my life has improved over the past year. My life is back. I&#;m happier than ever and enjoying every aspect of life again. It may be hard at the start, but it&#;s worth it. I believe in you! peace""",2,3
31619,"""The one medication that has helped so drastically with depression and anxiety but so addictive if other methods can be found I suggest going down another road""",2,1
31661,"""Severe diabetic neuropathy in hands and feet.  Severe nerve damage in the fingers of my right hand.
Lower back pain with spinal stenosis.
Started on Gabapentin  months ago after hand surgery.  mg taking  capsules xday for a total of mg per day.  No side effects whatsoever and no reaction being used with all of my other meds.  I find the drug to be effective for severe pain, not only for neurological pain but for musculoskeletal  pain as well.  I was able to get stop using narcotic for pain which was truly an asset.""",4,4
31665,"""I was in a car wreck with whiplash. eye sensitivity, pain from mid back of head down spine to below shoulder blades, and out to both shoulders, and involving full lumbar area. Doctors put me on this stuff for the intense pain. I took it for two days, hoping it would help. OMG it double-downed my pain. I wanted to kill anyone and everyone, walls, sheets, everything that got in my way or accidently pissed me off. Called the doctor and literally growled at her about how much I hurt. I expected double pain to some extent after that kind of a shake up but this was beyond acceptable and as soon as it was out of my system I still hurt but was back under  on that  to  scale.""",4,7
31858,"""A very effective medicine, that needs to be used with care and caution. I wouldn&#;t take more than mg per day, and my doctor will not prescribe any higher dose. I take it in combination with Lexapro, and my anxiety is nearly obliterated. I would say be very careful, though, about dosage.""",2,2
31877,"""After being on so many medications for a non clear mental disorder...perhaps bipolar or adhd.. or a mix of everthing 
I was addicted to clonazepam, the worst medication I ever been and I was there for  years.
Been also in all depresion medication..
But none worked.
Been in straterra for adhd and was horrible.. didn&#;t work.
Was on Trileptal and it&#;s a so heavy medication.
I found in a high dosis perhaps mg of gabapentin some real relief...
Relief in anxiety and relief in some chronic pains after some surgery s.
Between gabapentin some unisom I found relief.. 
I don&#;t want to touch never again clonazepam or any benzodiazpein.
Be careful with those medications, they destroy you.
Sorry for my English... I&#;m trying to improve it every day""",2,4
31882,"""This stuff works great at first. I took it for both insomnia and mild anxiety, and within min I was so relaxed and could fall asleep like nothing. Unfortunately my tolerance built up so quickly; I went from .mg a night to mg a night in just  months just for it to keep working. And coming off of it is extremely difficult. VERY heightened anxiety and terrible withdrawal symptoms. It took me nearly  months to get off it completely.""",3,2
31902,"""For the last  years I have had severe anxiety, panic attacks, and insomnia. I was given remeron for sleep and klonopin for anxiety. Recently my pdoc and I decided it&#;s time for me to get off the benzos. She gave me gabapentin and it&#;s been a life saver. I&#;m doing well at gradually tapering off klonopin. The only drawback I find is that gabapentin wears off rather fast, and your body builds up a tolerance really fast. Been on it for  months now. I started at mg  times a day. Within a month I was up to mg xdaily and mg at night. Currently I am only taking it PRN at mg. As someone who has tried every mood stabilizer and anxiety medication  under the sun. Gabapentin is amazing!""",2,4
31979,"""I do believe, as all of you have stated, that Accutane is by far, the best form of treatment for cystic acne. I am  years old. I didn&#;t have acne as a teenager, but ended up getting it in my early thirties. I have been on and off Accutane for the past  years. It does work, however, in my unfortunate circumstance, it always comes back. My doctor tells me that there are a select group of women who don&#;t get acne until they are in their thirties and forties. For many of the adults, ,,, or even  courses of Accutane don&#;t work without the acne coming back at some point. For me, I have to take a consistent low dose to keep the acne at bay.""",0,5
32004,"""This is my first night taking gap and I can&#;t sleep. I took it at  it is now  I&#;m going to keep trying it for a few more days I will let you all know.""",3,4
32014,"""This medicine is a life saver.  I was diagnosed with anxiety/panic disorder in the spring of , and I was on mg for a year.  The only side effect I had was lack of sex drive/ability.  Because of this, I weaned off it, and all of my anxiety and panic attacks came back.  I was miserable for about  months until I went back on it.  I&#;ve tried Zoloft, Remeron, and Wellbutrin, but Lexapro is the only one that worked for me.  I had zero panic attacks on Lexapro and enjoyed life.  I am currently back on mg and will be moving up to mg shortly.

Everyone&#;s experience differs with these kinds of medicines, but my advice is: stay on it.  The first few weeks might be rough, but as long as the side effects aren&#;t terrible, give it time.""",2,3
32027,"""I was prescribed this to help with RA and Periphreal Neuropathy in my feet. My script is mg, I take one at night. I also take Gabapentin mg at night. The pain is much better, but I have horrible hangovers. I don&#;t know which is the problem, but I don&#;t want to stop because my pain is tolerable now. """,4,7
32062,"""It worked for me in just  month, and I had no bad side effects besides dry lips and red eyes. You just take a pill for a few months and your acne melts away. Please do this if your acne is bothering you. Its so depressing to have acne, and Accutane can change your life around. Talk to your doctor today! """,0,5
32118,"""This drug has saved my life.  I had a bad fall and laid for hrs before anyone found me.  I now have severe nerve damage in my legs and feet.  It helps the nerve pain definitely!""",4,4
32135,"""I have used Tramadol for about  weeks for knee, lower back, leg &amp; foot pain. It has been of slight to moderate help, but nothing to brag about.The main side effects were constipation and dry mouth. I had nausea the first  times, but didn&#;t take with food. Have no nausea or lightheadedness when taken with food since then.""",4,7
32164,"""I&#;ve tried over  medications for anxiety and none have worked not even the popular benzodiazepines. I tried mg of Tramadol and I felt the weight lifted from me. I felt like I could breath easier and relaxed.  It&#;s the only thing that has worked. I&#;m looking for a doctor now who has experience with long term use or perhaps a doctor that can recommend a medication knowing that Tramadol works for me.""",2,7
32271,"""I was miserable. .....sad.....nervous! MD recommended neurontin.....it saved my life!  mg three times a day!""",2,4
32296,"""I have horrible anxiety from my PTSD, not military related. I have been on nerontin for  months for my anxiety. It does not help me at all. Now I am just tired all the time. Which makes my anxiety worse. I have noticed my back pain is better.""",2,4
32388,"""Gabapentin is the best medication I have ever taken. I was put on Gabapentin because I&#;ve had unexplained upper back pain for two years. It&#;s accompanied with a really annoying tingling sensation under my shoulder blades. I was prescribed mg three times a day. By day two the pain was % better. Day three it was gone.

It was a life saver. I&#;ve never been happier. And then I had a weird day after a week on it. I have mild depression and anxiety but I&#;ve never had a suicidal thought in my life. There was this sensation that I&#;ve never felt before. I called into work. I couldn&#;t move and kept having the thought of downing my pain meds with my bottle of whiskey.

I immediately cut out the gabapentin and that feeling disappeared.""",4,4
32389,"""I started taking this medicine about  years ago now. I am on the  mg dose and at first everything was great, my grades improved, I could focus in public. But now, my loss of appetite is crazy. I&#;m  and I only weigh  lbs. I become very short tempered with my friends and I get annoyed at the littlest things. It also brings my mood way down. When I&#;m on my medicine I feel depressed and anxious constantly. I still get my a&#;s and b&#;s in school but I don&#;t think it&#;s worth all the side affects.""",1,6
32458,"""Accutane gave me completely clear skin after  months of using it and  years of severe acne. Even though people say they got horrible scars from the zits they had during their treatment, I have very few and they&#;re small enough that you can&#;t see them unless your face is right next to mine. I got a dry scalp, lips, and skin, but it was never enough to prevent me from wearing contacts like some people warn. To help with dry lips, get Dr. Dan&#;s Cortibalm. It&#;s the best chapstick out there. I got minor to moderate pain in my knees too, but it wasn&#;t anything I couldn&#;t put up with. And that horrible breakout that they tell you you&#;re going to have when you first start? Mine was barely noticeable.""",0,5
32464,"""I take .mg whenever I feel anxious with some propranolol to calm down my heart rate (sometimes feeling my heart beat fast can cause anxiety), and it usually does the trick. I&#;m switching to .mg in hopes that I can just take one .mg pill without the propranolol. Just so you know, the half-life of this medication is - hours, meaning you&#;ll feel some of the effects for that long, which is really nice when you have a stressful few days.""",2,2
32518,"""Alprazolam has allowed me to regain my social life. I was imprisoned in my own home by anxiety attacks, not able to spontaneously go out for a meal, a movie, etc. Now I can go out and not worry about having an anxiety attack. It has literally changed my life, and I am very thankful for it.""",2,1
32593,"""I&#;ll admit, at first I was extremely skeptical. I had heard about all of the nasty side effects that occur with this medicine.  months ago, I had cystic acne SO bad that each side of my face on my cheeks looked like I had a big, inflamed, rash on them. I was embarrassed to leave the house and I had to cake on the makeup, and even then you could tell I had a big problem. Within the first three months or so, I had been on it and while it got better, I was sure it would never get really better because I kept breaking out. Well, I am officially on my th and last month and I haven&#;t had a new pimple in over a week, I am % clear. This stuff WORKS. Don&#;t let people scare you, the side effects are really not that bad. Life changing stuff.""",0,5
32648,"""First - diagnosis is mild ADHD.  years old. mg. Our experience with my son and vyvanse. He was on this medication for approximately  months. For the first few weeks, he was sort of hyperfocused and had difficulty with transitioning from a task if he was fixated on it. He transitioned well to middle school and achieved great grades. However, he lost a lot of weight. About lbs. He had horrible insomnia. He slowly became very emotional and depressed in the afternoons and evenings. We decided to stop the medication. Within weeks he was back to himself and his doctor advised him to stay off the medication.""",1,6
32689,"""After trying to deal with my anxiety without taking medication for the past  yrs I finally gave in and asked my doctor for a recommendation. She prescribed me Lexapro the st  days were a little scary (especially after reading the  million positive and negative reviews) I felt more anxious and on edge than ever but my search results said that would happen and my doctor had told me I would get worse before I started feeling better so I figured it was normal. After the first  days I got the over anxious feeling, so I started focusing on watching out for any other side effects and just getting used to it. The constant yawning the st few weeks was just annoying but working out helped a bit.  month later and things are going better.""",2,3
32761,"""I&#;m  and have tried just about every ADHD medication out there. I&#;ve been on Vyvanse for some time now and it&#;s great! I have energy, I can focus at work and school. It lasts the entire day and then some. The only drawback is you won&#;t eat. You&#;ll be hungry your stomach will growl but you can&#;t eat. Sleeping is tough because it&#;s a stimulant so I was put on sleep meds to help. You might have a jittery feeling and increased heart rate at first. It takes about an hour or so to kick in but it&#;s a fantastic medicine. It&#;s also very powerful. All you gotta do is NOT take it past pm at absolute LATEST or you&#;ll lie awake forever in bed. Eat prior to ingesting because you won&#;t eat later. It&#;s great, try it!""",1,6
32804,"""I&#;ve tried many other non-addictive medications and none of them helped my anxiety the way Xanax does. After several other medications, (and hesitation on my part) my doctor finally prescribed me Xanax  mg - times daily depending on my level of anxiety that day. I ended up breaking most of the pills in half and only taking . mg usually x a day, and find it relieves my anxiety without the level of sleepiness a whole mg gives me. I usually only take a whole pill if I feel a panic attack coming on. But, I&#;ll take the mild drowsiness any day over the level of constant anxiety I had prior to starting the drug, and a couple cups of coffee usually does me good. I can definitely tell when a dose starts to wear off though, some withdrawal.""",2,1
32826,"""Having great success with escitalopram for anxiety. Have been taking  mg daily over  weeks now. First AD med I have ever taken and I was quite resistant. But after months of struggling, my life was going downhill quickly. Losing sleep, no appetite, missing work. So glad I got help! Most noticeable start up side effects were some increased anxiety (which thankfully was offset by clonazepam the Dr prescribed), insomnia, complete loss of appetite, and some constipation. These all disappeared in less than  weeks and I am now sleeping and eating well with very little anxiety. When I do feel anxious, I can control it instead of it controlling me! I feel my normal self again:)""",2,3
32900,"""Ok, I&#;ve been diagnosed with Depression, Insomnia, insomnia induced night terrors, Agorphobia, and major anxiety disorder. I was first put on Klonopin, which took care of everything except my depression. My psychiatrist first put me on to try  different SSRI/SNRI&#;s along with my Klonopin. Lexapro, Zoloft, Cymbalta, and Wellbutrin made my depression worse! So finally he put me on Xanax mg x daily along with my Klonopin mg x daily... and I finally feel normal again. Xanax is a great medication overall, /!""",2,1
32911,"""I have used Ultram at night along with Xanax. It does allow me
more sleep than before. Usually around  hours. I do notice a 
headache, especially if I take a second dose later at night, I will wake with a headache. I&#;ve bee taking it for about a year but do not notice any withdrawal if I miss any doses.""",4,7
32982,"""Claravis cured my severe acne by % within  months of use. I had bad red swollen and under the skin pimples, as well as blackheads, whiteheads, and little pimples all over for  years through middle school and some of high school. The only reason I didn&#;t rate this a  is because of the side effects. To me, it was well worth it. I had SEVERE dry skin on my face, and burned easily in the sun. The worst side effect by far was dry lips and nose. My lips were constantly dry and cracking to the point of bleeding, I had to use vitamin E oil and finally found that Aquaphor worked well for lips and nose. Nostrils were dry, burning but only rarely cracked and bled. That was  years ago. I&#;m  now and my acne never came back.""",0,5
33016,"""My doctors keep pushing this drug on me. Doesn&#;t do a thing. I have osteoarthritis in my left knee after being assigned to USMC units for a number of years as a Navy Corpsman. Carrying over  lbs of gear on your back not including weapon, flak and Kevlar. Doin multiple humps and running like the wind has taken it&#;s toll. But this drug does not work for me. The only thing it does is make me tired.""",4,4
33055,"""I&#;ve been taking Lexapro for a week now to help me keep mellow like jello. I&#;m not taking anything else. I work rd shift. So my nights are days. And days are nights. This makes makes me extremely sleepy by the end of the week. I have only been on it for a week. This last Friday after I got off work. I fell asleep in recliner from :am to :pm got up ate a bite. Went to bed. I woke up to go to the bathroom a few times. But didn&#;t get out of bed till :pm Saturday. I have not left my bedroom, or ate anything. I don&#;t feel like doing anything or going anywhere. I will be calling my doctor Monday and talking to him about how it makes me feel. """,2,3
33090,"""Ive been taking Epuris (common canadian brand of isotretinoin) for almost  weeks so not that long on mg (highest dose). I had bad pimples that were sore and inflammed scince i was about . throughout my th year of school i started to develop cystic acne that spread across my cheeks and jawline that grew to the size of a toonie. Scince starting Epuris my lips and face have been extremely dry. I have joked about getting a free bowl of corn flakes every morning (sorry for the imagery) because skin would flake and peel off in big patches. My cysts got way worse when i started and im yet to see progress. Really hope this medication picks up because school starts in under  weeks and i hate the way i look and hate being seen. ;) *help*""",0,5
33178,"""It has been  months and I have to say it has made a hug difference for me!! I am focusing more, doing better at my current job.  I also feel a certain confidence in my interactions and with interviewing. The thought/words come to me quicker.""",1,6
33296,"""At the age of , I still dealt with breakouts. After trying all sorts of over the counter products that just hurt me I went to the doctor. We took the steps of prescription washes and antibiotics. Still had breakouts. So decided to try Accutane. I&#;m currently starting my th month, and I haven&#;t had a breakout or a single pimple in over  months. My side effects were dry peeling lips ( nothing Carmex can&#;t fix), dry eyes, very sensitive skin (though working in a hospital doesn&#;t help) so far I am so satisfied with this medicine. Yes, it is a hassle to get but worth it.""",0,5
33308,"""Before Vyvance I had tried many other medications. It helped me quickly, I realized that I actually liked school and learning. Within weeks I went from failing to honors. But now that I&#;m older I realize that it alters my personality and my mood alot. And I find that when I dont have it I tend to feel like I am incapable of completing simple task.""",1,6
33452,"""I LOVE this, wish they had higher doses. I am way more effective and way more responsive at work and at home. I was worried about being dependent on it but it gave me my life back, plus I&#;m now sleeping better and feeling more rested.""",1,6
33500,"""My shrink put me on this in . I was overdue for a hip replacement, and it showed when I hobbled into his office! Combined with ketoprofen  mg (best NSAID out there for pain)  mgs twice daily got me through for  months till surgery. Excellent synergistic effect. Still take it with the NSAID since my spine is arthritic, and my knee is ready for replacement now. Problem is my family doc no longer prescribes NSAIDs because of heart and kidney concerns! He thinks  tramadol daily is sufficient! """,4,7
33555,"""I was prescribed lexapro about a year after my assault. I took only one pill. It made me feel worse than the anxiety it self. I was in a daze all day not sure how I made to college that day and back home. Walking was like I was drunk and the overall feeling inside me was horrible. what a waste of $. back then.""",2,3
33557,"""I&#;ve had insomnia since I was , I&#;m  now. My insomnia stems from abuse as a child which led to PTSD. When I was about  I was diagnosed as bi-polar. I don&#;t think I&#;ve ever really slept like a normal person. I&#;ve been on so many different sleep aids. I have had  sleep studies, the most recent confirmed that I don&#;t have sleep apnea but that I don&#;t have normal sleep. I started Clonazepam a couple weeks ago after the combination of ativan mg and amitriptyline  mg stopped working. My doctor started me at .mgs I took it for  weeks and it had no effect on me, so she raised it to mg and I don&#;t know what I&#;m supposed to feel but I&#;m definitely not tired, I&#;m up till  or  in the morning. It&#;s honestly one of the most frustrating things.""",3,2
33662,"""I have been through so many different treatments for my depression and social anxiety. When I started klonopin I was rx&#;ed .mg daily but it did not help very well so doctor went up to  mg daily. All of my other treatments left me feeling suicidal or extremely angry. This one lets me get through my day without panicking when I am forced into conversation. However, I have been informed that this will likely have to be upped or changed in a few years as people tend to become tolerant of the drug.""",2,2
33710,"""After years of not sleeping because my mind never stopped. I tried over the counter sleep aids and they always made me wake up feeling like I still needed sleep even taking half doses. Ambien gave me nightmares.  My doctor gave this to me and I now sleep well through the night and I wake up rested.  My body aches are going away as well.""",3,2
33733,"""I got put on tramadol today for pain in my back after falling on the ice and hitting the cement stairs in front of my house. About ten minutes after I took it my back felt a lot better. I was not sleepy and I am able to function and get things done while taking this medication. It helps tremendously and I strongly recommend it to anyone who has to take care of children. This works because you don&#;t feel &quot;out of it&quot;.""",4,7
33749,"""I started taking Xanax at age  and it was a great medicine. I had such bad panic attacks and just constant anxiety /.  I started out on a low dose and within  mins I felt calm and fine. I got from the place of not being able to walk outside or answer the phone to being able to get married, have a job, go on vacations. Anything I wanted to do. I WAS NORMAL.  But now I&#;m  and on the highest dose  mg a day and about  / years ago my horrible anxiety came back even though I&#;m taking it.  I can&#;t work, drive or really go anywhere anymore.  So I guess I&#;d say it works but then you may build up a tolerance and then it won&#;t work. """,2,1
33842,"""I have severe panic attacks and bipolar. I used to be on Xanax for six years. Now my Obamacare new Dr refuses. Klonopin doesn&#;t help my panic attacks. A little calm but makes me very angry and mean. Not as strong as Xanax. Doesn&#;t help anxiety attacks, takes too long. My heart still races.""",2,2
33958,"""I am a chronic worrier. I wake up in the morning worrying about something. My doctor prescribed Alprazolam about  years ago, up to  x . mg tablets a day as needed. I do not like to take medication, but Alprazolam takes the heaviness out of my chest and breathing is easier, and I feel relaxed. It is amazing. No side effects. It helps me at work if I have meetings, or have to talk in front of a group. I wish I did not need it, but thank God it is there at this time.  out of .""",2,1
33990,"""Best thing for lower back pain when you pull a muscle.""",4,7
34009,"""Have Ledderhose syndrome for  years now. Had four growths removed and am on number  and  now. this is better the zapain. less side effects plus always a good up feeling. been on it  years after zapain for  years. I do live in the UK so have National health service . But I work  hours  a week in a casino. I had to change jobs from pitboss/ inspector to cashier  so I can sit down. Always cycled to work but have recently developed issues with my hip and back. So stay as active as possible. and good luck people""",4,7
34014,"""I broke my nose and was prescribed tramadol by the dr after whatever shot the gave me in the hospital did not take away the pain. Took  and the pain went away. It worked great for me and made me feel really good and drowzy. This definitely worked for me and I was able to sleep at night. Was able to go off it no problem and weened myself down by not taking it so often""",4,7
34042,"""My daughter is  and has been taking vyvanse for  weeks. All I can say is &quot;wow&quot;  her GPA has went up  point!!! her main problem was taking tests...she could not concentrate at all !!! homework was ok but work at school was terrible ...now she scores  % and up in all her classes . Sha actually enjoys schools , her self esteem grew (she always thought she was not as smart as other kids). I dont know if thats how it will work all the time but so far it has been great ! She has some appettite loss especially during the day but it has been coming back slowly and she started to eat more normal.  She does not take the mediciane on weekends unless she studies. I dont see any other side affects besides loss of appetite.""",1,6
34094,"""I was originally prescribed . mg of Klonopin once a day with Zoloft mg once a day. It worked for a while but stopped and soon after, my doctor prescribed me to Klonopin mg once a day and Zoloft mg once a day.. After just three days I felt amazing results and like a changed person. No more stress, anxiety, panic or depression. Wonderful medicine to take. Just remember to meditate, walk, and stay outdoors to also help. You&#;ve got to also help yourself without relying on the medicines but they still work.""",2,2
