,review,condition,drugName,card2vec
10,pill many years doctor changed rx chateal effective really help completely clearing acne takes  months though gain extra weight develop emotional health issues stopped taking bc started using natural method birth control started take bc hate acne came back age  really hope symptoms like depression weight gain begin affect older im also naturally moody may worsen things negative mental rut today also hope doesnt push edge believe depressed hopefully itll like younger,173,1312,"[-0.12026716768741608, -0.6713507175445557, -1.3305505514144897, -0.7402939796447754, 0.7791033387184143, 0.7626742720603943, -0.0400390550494194, 0.8303828239440918, 0.7960187792778015, -0.4650924503803253, 1.0524611473083496, 0.016048189252614975, -1.1017712354660034, 0.45028749108314514, -1.0545107126235962, 1.0157737731933594, 0.18003499507904053, 0.7397740483283997, 0.1256372183561325, 0.8601956367492676, 1.1712398529052734, -0.5339455008506775, -0.3686138391494751, -0.32896631956100464, -0.7735187411308289, 0.15883386135101318, -1.602599859237671, -0.026551632210612297, -1.4344685077667236, -0.22204726934432983, 0.13656961917877197, -0.572113573551178, -0.2955845594406128, 0.9026581645011902, 0.2818033695220947, 0.7835959792137146, -0.2919009029865265, -0.02833855152130127, 0.22505119442939758, 0.1956159472465515, -0.5684365034103394, -0.08575452119112015, 0.6182534694671631, -0.4950910806655884, -0.6880252957344055, -0.007812888361513615, -0.9788050055503845, -0.7813963890075684, 0.23658831417560577, 0.21944907307624817, -0.548922061920166, -0.8391302227973938, -0.2337772697210312, 0.6467257142066956, 1.0258421897888184, 0.70330411195755, -0.2864542305469513, -0.2586081326007843, 1.3627737760543823, -0.4331793487071991, -0.6848206520080566, -0.809502124786377, -0.8476612567901611, -0.9565920233726501]"
11,pill many years doctor changed rx chateal effective really help completely clearing acne takes  months though gain extra weight develop emotional health issues stopped taking bc started using natural method birth control started take bc hate acne came back age  really hope symptoms like depression weight gain begin affect older im also naturally moody may worsen things negative mental rut today also hope doesnt push edge believe depressed hopefully itll like younger,173,102,"[-0.08437784016132355, -0.7028626203536987, -1.6191214323043823, -0.6227460503578186, 0.8275377154350281, 0.7638735175132751, -0.2304152399301529, 0.764748752117157, 0.8214613795280457, -0.6168355345726013, 1.1416817903518677, 0.07985927909612656, -1.2140328884124756, 0.5412906408309937, -1.073756217956543, 0.8283914923667908, 0.2611100375652313, 0.7510929107666016, 0.04264292120933533, 0.7759089469909668, 1.2598930597305298, -0.48733824491500854, -0.22881586849689484, -0.3767760097980499, -0.7211690545082092, 0.3318895995616913, -1.3130505084991455, 0.01899404264986515, -1.3900781869888306, -0.12688913941383362, -0.02331935241818428, -0.47576186060905457, -0.301638126373291, 0.8857666850090027, 0.36244067549705505, 0.8760550618171692, -0.32401660084724426, -0.024827174842357635, 0.3308342397212982, 0.30898725986480713, -0.5604401230812073, 0.04204188287258148, 0.6683750152587891, -0.5702173709869385, -0.6090839505195618, 0.10588549822568893, -1.0607326030731201, -0.6629981994628906, 0.19405792653560638, 0.07953421771526337, -0.5490753650665283, -0.9398485422134399, -0.25612232089042664, 0.6046721935272217, 0.7948407530784607, 0.7348245978355408, -0.3968994617462158, -0.3043127954006195, 1.588410496711731, -0.5476527214050293, -0.8055846691131592, -1.0062813758850098, -0.9704064130783081, -0.8969146609306335]"
12,medication almost two weeks started mg working way mg currently mg headaches far  crippling migraines week lost lbs far note really paying close attention eating lot weight lose weight loss side effect want help along much side effects word recall issues exist memory issues worst seems vision disturbances times driven im sure would safe good news seems wearing offi tons energy great mood,526,3159,"[-0.31493911147117615, 0.558428943157196, -0.5055185556411743, 0.22488994896411896, -0.58823162317276, -0.2784912884235382, 0.5266737341880798, 0.5044938921928406, -0.18786892294883728, -0.6112461686134338, 1.7587647438049316, 0.13600760698318481, -1.4543230533599854, -0.7535363435745239, -1.5242947340011597, 0.7493448257446289, 0.0916079729795456, -0.2639741599559784, -0.34095874428749084, -0.1690533608198166, 1.025923252105713, -0.3886914849281311, 0.43331828713417053, -0.8202124834060669, -0.44618478417396545, -0.35776329040527344, -0.8786055445671082, -0.7985403537750244, -2.1836092472076416, 0.6184530854225159, 1.0464080572128296, -0.4981074929237366, -0.6127321124076843, -0.4591781497001648, -0.7304096221923828, 0.5628881454467773, -0.5825716853141785, 0.913239598274231, 0.48213812708854675, 0.04338807240128517, 0.6426053643226624, 0.6243830323219299, -0.7310295701026917, -0.678780734539032, 0.5832933783531189, -1.0214898586273193, -0.6361978650093079, 0.8830471634864807, 0.5988373160362244, -1.0178722143173218, -0.22430086135864258, 0.797678530216217, 0.5340530872344971, -0.7817940711975098, 1.0318363904953003, -0.42211446166038513, 0.10704878717660904, 0.1035303920507431, 0.6406856775283813, 0.6608116626739502, -0.32431408762931824, 0.10508165508508682, -0.23940891027450562, 0.056621987372636795]"
13,taken antidepressants years improvement mostly moderate severe side affects makes go take cymbalta mostly pain began deplin noticed major improvement overnight energy better disposition sinking low lows major depression taking  months feel like normal person first time ever best thing side effects,272,1794,"[0.2519330084323883, -0.15056602656841278, -0.5097018480300903, 1.1318297386169434, 0.4717715382575989, 0.1987919807434082, -0.42249172925949097, -0.5854982733726501, 0.2055383026599884, -0.42839306592941284, -0.26691123843193054, 0.7283102869987488, -0.8385355472564697, -0.5353538990020752, 0.3532007336616516, -0.6069220900535583, -0.32096388936042786, -0.42166072130203247, -0.02258213981986046, -0.7274324893951416, 1.3823466300964355, 0.41715988516807556, -0.12613926827907562, -0.6117368340492249, -0.7667295336723328, -0.1847531795501709, 0.10500578582286835, -0.7071005702018738, -0.20847386121749878, 0.21364709734916687, 0.39026010036468506, -0.34326058626174927, -0.6250420212745667, 0.251922607421875, 0.41434580087661743, -0.2815556526184082, -0.22134754061698914, 0.9097548723220825, -0.5660868883132935, -0.15069580078125, -0.2330375611782074, 0.19118930399417877, -0.7785080075263977, -0.5380799770355225, -0.1775011569261551, 0.4031519591808319, -0.15149591863155365, -0.10504204779863358, 0.4378232955932617, -0.18209302425384521, 0.21915799379348755, -0.5975148677825928, -0.36020779609680176, -0.004925283137708902, 0.31561294198036194, -0.3574948310852051, -1.1507716178894043, 0.45616912841796875, 0.6121070981025696, -0.2109973132610321, -0.679375171661377, -0.01009607594460249, -1.257411003112793, 1.0070899724960327]"
14,crohns resection  years ago mostly remission since recently bad flare narrowing anastomosis need medication havent found one handle asacol gave serious body aching fatigue could function pentasa immediately gave heart palpitations arrhythmias discontinue,250,2486,"[-0.4544176459312439, 0.027340691536664963, 0.18960590660572052, 0.31898078322410583, 0.6540518403053284, -0.5730636715888977, 0.5615114569664001, -0.09970767050981522, -0.11560897529125214, -0.45449769496917725, 0.18227261304855347, 0.8380023837089539, 0.04987655207514763, -0.7333658337593079, -0.13168877363204956, 0.4282517731189728, 0.35631895065307617, -0.44163593649864197, -0.08985019475221634, -0.07355109602212906, 0.23427928984165192, -0.3166716992855072, 0.18959210813045502, -0.23747698962688446, 1.0390220880508423, 0.5865829586982727, -0.20599938929080963, -0.4807521402835846, -0.41917508840560913, -0.040951792150735855, 0.2522578239440918, 0.03560550883412361, -0.4419501721858978, -0.05729997903108597, -0.13790306448936462, 1.0628191232681274, 1.0163242816925049, 0.062194328755140305, -0.368146151304245, -0.12285073846578598, -0.3393827974796295, -0.124994195997715, 0.15313935279846191, 0.20036832988262177, -0.4023403525352478, -0.5206003189086914, -0.8129019737243652, 0.13279293477535248, 0.39965349435806274, 0.07814351469278336, 0.055751726031303406, 0.12662088871002197, 0.006279776804149151, -0.3754352033138275, 0.6799481511116028, 0.8257956504821777, -0.0631013885140419, 0.4687436521053314, 0.6734597086906433, -0.13370202481746674, 0.27385032176971436, -0.348577618598938, -0.5842268466949463, 0.6491283774375916]"
15,little bit lingering cough cold giving much trouble except keeps night heard good took could get sleep helped tremendously cough bad stomach cramps diarrhea hadnt eaten anything upset stomach didnt really feel like quotbugquot looked side effects delsym wish done first probably wouldnt taken worked cough still didnt get sleep due stomach issues,248,1076,"[-1.1522538661956787, -0.09826193004846573, 0.7417839169502258, 0.6299172639846802, 0.6345781087875366, -1.22341787815094, 0.38517996668815613, -0.35228458046913147, 0.7172641754150391, 0.20576967298984528, 0.6249873042106628, 0.2857597768306732, -0.2712879776954651, -0.936414361000061, 0.17686352133750916, 0.034756485372781754, -0.9224491119384766, 0.29512932896614075, 0.9230056405067444, 0.4237574636936188, 0.6442899703979492, -0.7639361619949341, 0.4561898112297058, -0.16646568477153778, 0.3263442814350128, -0.3006461560726166, -0.02420283667743206, -0.2525855004787445, 0.3186347484588623, 0.47282132506370544, 1.9446603059768677, 1.2219361066818237, 0.0014774915762245655, 0.23388099670410156, 1.7407708168029785, 0.4645323157310486, -0.3947101831436157, -0.12065383791923523, -0.18597671389579773, 0.08756498992443085, 1.1050838232040405, 0.6777750253677368, 0.3264497220516205, -1.3389219045639038, 0.22988465428352356, -0.4046843349933624, -0.6754961609840393, 0.4537770450115204, 0.8995963931083679, 0.20038148760795593, -0.19852381944656372, -0.5966583490371704, 0.21606971323490143, 0.01652200147509575, 1.943678617477417, -0.3038431704044342, 0.01437695138156414, 0.39861953258514404, 0.5100664496421814, -1.0650495290756226, -1.318249225616455, -0.35054489970207214, 0.30876433849334717, -0.4657248556613922]"
16,started nexplanon  months ago minimal amount contraceptions take due inability take hormone used birth controls im trying give time one options right honestly options id get removed ive never acne problems life immediately broke getting implanted sex drive completely gone used sex boyfriend days week completely forced even fun anymore mean im birth control like sex dont want get pregnant take birth control takes away sex unhappy hope get back time im getting removed,173,2249,"[0.02797732688486576, 0.38965585827827454, 0.6055254936218262, -0.013289568945765495, 0.46636053919792175, 1.2543739080429077, -0.7622553110122681, -0.2159527987241745, 0.06313648819923401, -1.399357557296753, 0.572605311870575, 1.465767502784729, -0.8452131152153015, -0.4404476284980774, 0.0955803319811821, -1.1261680126190186, 0.43833664059638977, 0.25356346368789673, 0.12283101677894592, 0.27376464009284973, 0.3787838816642761, 0.4498167932033539, -0.9135769009590149, 0.15618005394935608, -0.01480612438172102, 0.2338944524526596, -0.8362925052642822, 1.4925758838653564, 0.09910158812999725, 0.10464858263731003, -1.0505263805389404, 0.107049360871315, -0.44386622309684753, 0.7111908197402954, 0.7209379076957703, -0.13325360417366028, 0.24009108543395996, 0.6379803419113159, -0.3077109456062317, 1.1836469173431396, -0.4958806335926056, -0.16234147548675537, 0.25164130330085754, 0.6807006001472473, 0.213224396109581, -0.27357009053230286, -0.6469806432723999, -0.5523826479911804, -0.47743797302246094, 0.3161669969558716, -0.3067317008972168, -1.248138666152954, 0.7497286200523376, 0.6162678003311157, 0.04665876179933548, 1.6282836198806763, -0.03794886916875839, 0.17360757291316986, 1.393877387046814, -1.8460108041763306, -0.18358854949474335, 0.331234872341156, -1.5762895345687866, -0.20945972204208374]"
17,taking saxenda since july  severe nausea month got  dosage since subsided side effect notice dry mouth make sure drink  litres water day  glasses helps weight loss well constipation reducing dose find comfortable spot still losing weight dont feel like medicating  working well also feel wearing fitbit really helped track food water exercise steps keeps moving started could barely walk length without getting winded lost  lbs far,592,1895,"[0.12119238823652267, 1.3201669454574585, -0.597873330116272, -0.05666786804795265, -0.09005976468324661, -0.2099006026983261, 0.7181240320205688, 0.9971923232078552, -0.37454649806022644, -0.7779484987258911, 0.6968602538108826, -0.34734636545181274, -0.18047063052654266, -0.5450588464736938, 0.2989540100097656, 0.1752476990222931, -0.24673788249492645, 0.39639005064964294, 0.8933041095733643, 0.19061145186424255, 1.143019199371338, 0.2482416331768036, 1.0816203355789185, 0.14552341401576996, 0.40190258622169495, -0.028395114466547966, -0.12785933911800385, -1.1371254920959473, -1.6233408451080322, -0.07203862816095352, 0.35905545949935913, -0.23162053525447845, -1.0390071868896484, -1.240246057510376, -0.4282670319080353, 1.2313880920410156, 0.2783307433128357, 1.1150128841400146, -0.5548566579818726, 0.4078095853328705, 0.9300716519355774, 0.3589242398738861, 0.598488986492157, -0.2925761938095093, 0.45324745774269104, -0.21797522902488708, 0.31403106451034546, 0.639329195022583, -0.3142389953136444, -0.6407820582389832, -0.3261774778366089, -1.389250636100769, -0.8912129402160645, 0.21228216588497162, 1.1404476165771484, -0.034058596938848495, -1.0246920585632324, 0.4418483376502991, 0.3833274245262146, -2.041814088821411, 0.407220721244812, -0.647254467010498, -0.308273583650589, 0.02945355325937271]"
18,drug worked well cleared uti matter hrs although  day course xmgdaily unfortunately tablets finished infection returned needed nd course im currently taking low dose evening keep infection bay specialists tests normally get every side effect going dread taking new medication form especially horrific experience ciorofloxacin side effect experienced itchy ankles feet day two didnt last third day would class minor side effect insignificant good luck,853,3215,"[-0.21295538544654846, 0.3603058159351349, 0.5052525401115417, 0.5929017663002014, 0.8337996006011963, -0.2706276476383209, 0.6075536012649536, -1.0189988613128662, -0.05238169804215431, -0.7234521508216858, 0.9316372871398926, -0.00925627164542675, -0.16565436124801636, -0.8168954849243164, 1.275124430656433, -0.29488420486450195, -0.1926146000623703, -0.49413353204727173, -1.2795377969741821, -0.3565543293952942, -0.36341241002082825, -0.3841519057750702, 0.9020102620124817, 0.09747838973999023, 1.5590161085128784, 0.5611403584480286, -0.6120493412017822, 0.37847962975502014, -0.28502675890922546, 0.369918555021286, 0.8055998682975769, 0.23903019726276398, 0.4685099720954895, -0.6125521063804626, -0.2643093764781952, -0.3130423426628113, 0.964385449886322, 0.7255434393882751, 0.02789497561752796, -0.15479964017868042, -0.5235073566436768, 1.0429741144180298, -0.013618743978440762, -0.1695646494626999, 0.8864194750785828, -0.08261746168136597, -0.7134296298027039, -0.6772289276123047, -0.17794577777385712, 0.01524608489125967, -0.5986485481262207, 0.4689785838127136, 1.1214878559112549, 0.16544559597969055, 0.3779964745044708, -0.006305288523435593, -0.6798388361930847, 0.28380128741264343, -0.3099934756755829, -0.17214679718017578, -1.2488261461257935, -0.7608848214149475, -0.28058409690856934, 0.22984488308429718]"
19,ive taking amitriptyline since january  diagnosed fibromyalgia tried cymbalta week dr decided since kept awake  wasnt good fit even though relieved pain started  mg  weeks breakthrough pain dr increased dosage mg im still dosage today first full year never pain felt cured time went seems help control pain still pain low manageable level take around pm evening avoid feeling overly drowsy mornings med allows fairly normal life,444,394,"[-0.8063705563545227, 0.15738902986049652, -1.268236756324768, 0.6725869178771973, -0.07648590207099915, -0.5045420527458191, 0.370400071144104, -0.5299632549285889, 0.547599196434021, -0.31235817074775696, -0.5198984146118164, 0.4025184214115143, -0.5248854756355286, -0.47379031777381897, 0.1432255655527115, -0.4335586130619049, -0.23532913625240326, 0.2635144591331482, 0.2985263168811798, -1.1886979341506958, 1.0127475261688232, 0.8070155382156372, -0.3487910032272339, -0.182748481631279, -0.20160575211048126, -1.071390986442566, 0.5214287638664246, -1.1213133335113525, 0.4171946048736572, 0.2553652822971344, 0.24094240367412567, 0.6685253381729126, 0.15187126398086548, 0.11556046456098557, -0.012639512307941914, 0.11368189752101898, -0.11639733612537384, 0.9083948731422424, -0.7011700868606567, 0.6533153057098389, -0.45238596200942993, 0.3336459696292877, -0.7562463283538818, 0.5808694362640381, 0.4640792906284332, -0.03311826288700104, 0.3302253484725952, 1.159122109413147, 0.20792239904403687, 0.22353874146938324, -0.9817942976951599, 0.040735166519880295, 0.3813928961753845, -0.5392224788665771, 0.5381379723548889, -1.2640719413757324, -2.0985734462738037, 0.07336953282356262, 0.5054692029953003, -0.6539404392242432, 0.2750396430492401, -0.3651323914527893, -0.6513257622718811, 0.7269039750099182]"
20,ive every medicine sun seems manage hypomania mania bipolar within days starting lamictal tegretol someone turned light head way quotnormalquot people think one first things struck sleep like log irritability almost anger would considered normal able focus creative impulsive thoughts decreased enough manageable its god send would perennially state hypo mania sounds great physically emotionally exhausted libido markedly lower wonder perhaps effect hypo manic take  mg anxiety,172,1814,"[-0.013279520906507969, -0.3526630997657776, -0.7632828950881958, 0.8750068545341492, 0.7400834560394287, 0.6736475825309753, 0.25039640069007874, -0.028337949886918068, 1.1596040725708008, 1.0593671798706055, -0.30497288703918457, 0.1616811603307724, -1.033473253250122, -0.34714165329933167, -0.4739624857902527, -1.2269885540008545, -0.3333211839199066, -1.051498293876648, 0.570848286151886, -0.20878659188747406, 1.769485592842102, -0.4690646529197693, -0.06953663378953934, -1.1860326528549194, 0.17437128722667694, 0.41618847846984863, 0.10794759541749954, -1.0417691469192505, -0.12188685685396194, 0.23457399010658264, 0.6573245525360107, -0.8256413340568542, -0.6936476826667786, -0.603053629398346, -0.3451428711414337, -0.2017914354801178, 0.9925701022148132, 0.4949425458908081, -0.7734454870223999, 0.38250064849853516, -1.3918718099594116, -0.49957260489463806, -1.090180516242981, 0.19050149619579315, -0.17878183722496033, 0.524129331111908, -1.6583497524261475, 1.123653531074524, 1.087418794631958, -1.3728840351104736, 0.0805056244134903, -0.04725978150963783, -0.10142583400011063, -1.1188559532165527, 1.1652311086654663, -0.5649135112762451, 0.4383229613304138, 0.25630587339401245, 1.2266926765441895, 0.9882019758224487, -0.7355102300643921, -0.4309103488922119, -0.3606845438480377, -0.9896834492683411]"
21,tasigna  years mg x  times day tasigna worked within weeks remission basically entire  years side effects feel sick stomach tired severe leg arm pain cant walk long without needing break went working full time working tired time hey remission alive really problem nope,218,2264,"[0.2015865445137024, -0.2929050326347351, -0.6723592877388, 0.1305563896894455, 0.8763339519500732, 0.4645005166530609, -0.010106027126312256, -0.7716274857521057, -0.002913003321737051, -0.6076616644859314, 0.3261415362358093, 0.44335854053497314, -0.6993851065635681, -0.6193387508392334, -0.8730552792549133, -0.17879970371723175, -0.35537686944007874, 0.028385598212480545, 0.11401048302650452, 0.07209662348031998, 0.9813122153282166, 0.7801822423934937, 0.5809996724128723, 0.12010795623064041, 0.7531459331512451, -0.2764361500740051, 0.2235449105501175, 0.36112862825393677, 0.7070117592811584, 0.6193662285804749, 0.5558217763900757, -0.3938670754432678, -0.6242189407348633, -0.4016173183917999, 0.30551251769065857, -0.6994575262069702, 0.5648921132087708, 0.14445988833904266, 0.543609082698822, 0.3943948745727539, -0.6871944665908813, 0.8837534785270691, -0.1530361771583557, -0.09777522087097168, -0.32124727964401245, 0.5076481103897095, -0.358951210975647, 0.1379864513874054, 1.4217675924301147, 0.2411593347787857, -0.21627990901470184, 0.1253415197134018, 0.6166717410087585, -0.11403337866067886, 0.7340091466903687, 0.2981891334056854, -0.6063732504844666, -0.18268708884716034, 0.06426224112510681, 0.20090855658054352, 0.035380613058805466, 0.44242948293685913, 0.3966350853443146, 0.8655012845993042]"
22,spring  hospitalized pnuemonia diagnosed lyme diease full blown aids cd count quotquot viral load number high millions could never remember taking combivir kaletra dapsone st year stopped working started kaletra dapsone cd count  rising weeks aggressive broke dishes house lol take vitamin supplements drink boost pluz every day life good,405,486,"[1.0061798095703125, 0.8651500940322876, -0.5752415060997009, 0.6467289328575134, 1.0384666919708252, -0.19899238646030426, 0.5646723508834839, -0.35025036334991455, 0.33039721846580505, 0.14773176610469818, -0.1963484287261963, -0.2888515293598175, -0.6094135642051697, -1.5611076354980469, 1.2538726329803467, -0.24734856188297272, 0.04887327179312706, 0.21367013454437256, -0.06987065076828003, 0.3597654700279236, -0.6258403658866882, 0.489329993724823, -0.5647260546684265, 0.20641934871673584, 0.8664764761924744, 0.6719532608985901, -0.7447865605354309, -0.1967048943042755, -0.17152072489261627, 0.7545106410980225, -0.39642268419265747, 0.6183850765228271, -0.9868621230125427, -0.29670479893684387, -0.594372570514679, 0.23972679674625397, 0.8086187243461609, 0.30847790837287903, -0.453292578458786, 0.9051878452301025, -1.2271696329116821, 0.28566092252731323, -0.12353509664535522, -0.3557910919189453, 0.10630063712596893, 0.07144390046596527, -0.6089980602264404, -0.15000981092453003, 0.9365782141685486, 0.42555156350135803, -0.6011614799499512, -0.33002734184265137, -0.014822462573647499, -0.007473262958228588, -0.08182083070278168, 0.1421363353729248, -1.206628680229187, -0.17940913140773773, -0.7022682428359985, -1.1103546619415283, 0.10011527687311172, -0.6442140340805054, -0.6888037919998169, 0.022093309089541435]"
23,insomnia its horrible story begins pcp prescribing prozac help intestinal issues desperate tried  weeks stopped insomnia prescribed ativan addicting rebound insomnia  days hardly sleep l tried doctor one time asked trazadone told good medication insomnia put  mgs stated may figure dosage best currently taking  mgs low range prescribed  mgs high end insomnia dry mouth nasel congestion live sleep yeah,457,3182,"[0.2279527634382248, 0.7889689207077026, -0.4593450725078583, 1.0789813995361328, 0.2921125590801239, 0.13092200458049774, 1.3431439399719238, -0.5172067284584045, 1.0102101564407349, 0.08435007184743881, 0.6802637577056885, -0.30715322494506836, 0.24551834166049957, -1.1068145036697388, -0.6268104314804077, -0.1886279433965683, 0.6727306842803955, 0.014363315887749195, 0.8743038773536682, -0.9705576300621033, -0.33230799436569214, 0.6894258260726929, -1.1027458906173706, 0.713026762008667, 1.3803181648254395, 0.6403570175170898, -1.0758119821548462, -1.038932204246521, -0.3616864085197449, 0.7082850933074951, -0.01613115705549717, 0.24584972858428955, -0.35736170411109924, 0.00716072041541338, 0.6818441152572632, 1.152490496635437, 0.42468470335006714, 0.3443399965763092, 0.8706554174423218, -0.7334091663360596, 0.3022250533103943, 1.3220736980438232, -0.6385414600372314, 0.026887288317084312, 0.7466216087341309, -0.6285491585731506, -1.0345135927200317, 1.4080497026443481, 1.1919347047805786, 1.029558539390564, 0.36477696895599365, -0.15762019157409668, 0.4637902081012726, -0.9553741216659546, 0.1998874992132187, -1.7668668031692505, -1.8540375232696533, 0.017542894929647446, 0.0559205524623394, 0.3120472729206085, -0.3166211247444153, -1.5945247411727905, -1.1452105045318604, 1.6095643043518066]"
24,nexplanon job worry free sex thing periods sometimes light sometimes heavy sometimes go away sometimes show unexpected also feel somewhat depressed sure nexplanon ive nexplanont  months despite side effects effective birth control ive ever used plan taking,173,1315,"[0.18507236242294312, -0.2303689420223236, -0.8578363656997681, 0.05164899304509163, 0.6706227660179138, 0.9345988631248474, -0.47028034925460815, 0.3525218963623047, 0.0760638639330864, -0.08083189278841019, 0.6605355739593506, -0.020295685157179832, -0.6507090330123901, -0.14549414813518524, -0.7029313445091248, -0.22456660866737366, 0.18269075453281403, -0.0324978232383728, 0.18597806990146637, 0.6369144916534424, 0.10413148999214172, 0.4223659336566925, 0.16034278273582458, -0.22214271128177643, -0.2637042701244354, -0.5835722088813782, -0.8767808675765991, 0.8401724100112915, -0.20055755972862244, 0.9612758755683899, -0.07143768668174744, 0.5412675738334656, -0.4457215368747711, 0.17426717281341553, 0.1171671450138092, 0.04250463843345642, -0.06329719722270966, 0.7079647183418274, 0.15140029788017273, 0.08336751163005829, -0.543782114982605, 0.02438274957239628, 0.5483698844909668, 0.5044887065887451, -0.19380022585391998, 0.7904424667358398, -0.4418216645717621, -0.9140821099281311, 0.6629473567008972, -0.7833958268165588, -0.1141391173005104, 0.10826478153467178, 0.7508982419967651, -0.14841364324092865, 1.0620603561401367, 0.5461854338645935, -0.20219281315803528, 0.1362806111574173, 0.8329934477806091, -0.5601251125335693, 0.1255348175764084, -0.11749479919672012, -0.6987373232841492, -0.3869059979915619]"
25,live western australia disturbed comments cost embrel cost ordinary prescription  government pays remainder cost chemist also go medical centre every saturday morning dr looks prescription advises nurse administer injection also cost part nurses duties unsure country people made comments referring cost nobody administer injection lucky live australia best health system worldwide everybody given opportunity receive proper medical help whether rich poor discrimination,732,1308,"[0.5017920732498169, -0.5112040042877197, -0.5117543935775757, -0.40385663509368896, 1.0558243989944458, -0.006605641450732946, -0.04553589969873428, 0.8270335793495178, -0.2712673842906952, 0.37149184942245483, 0.8329336047172546, -0.02084939368069172, -0.8436681628227234, -0.9423868060112, 1.181026577949524, -0.1032898798584938, -0.06730572879314423, 0.5032440423965454, -0.8136984705924988, -0.01359267346560955, 0.1439252644777298, 0.0493009015917778, -0.027004016563296318, -0.8068685531616211, -0.1221577450633049, 0.9793606996536255, -1.1278479099273682, -0.45215484499931335, -0.1422770619392395, 2.4550487995147705, 0.018805259838700294, 0.18979939818382263, -1.2417075634002686, 0.37856191396713257, -0.38124579191207886, -1.0165964365005493, 1.6354273557662964, 0.49188506603240967, -0.45313870906829834, -0.0171035323292017, -0.8542182445526123, -0.16789613664150238, -0.8928179740905762, -0.7912786602973938, -0.17927858233451843, 0.16475774347782135, -0.45336028933525085, 0.30209770798683167, -1.1240549087524414, 0.7632291316986084, 0.9184725880622864, 0.45361360907554626, 0.6138172745704651, -1.9774006605148315, -0.726546049118042, -0.2668781876564026, -1.3532509803771973, -0.7159371376037598, 1.1124277114868164, -1.223005771636963, -1.4634102582931519, -1.3233193159103394, -0.9045395255088806, 0.21538636088371277]"
26,use cream comes turned hooha burning ring fire  work tomorrow its going sleepless night,859,3138,"[-0.3547557592391968, 0.22396844625473022, -0.45458272099494934, 0.2645891308784485, 0.5837266445159912, 0.010216867551207542, -0.26722827553749084, 0.007538540754467249, 0.04247045889496803, -0.21469196677207947, 0.4047147035598755, 0.7008900046348572, 0.02817256562411785, -0.16627533733844757, 0.1407298892736435, -0.32372331619262695, -0.11641217768192291, 0.4818043112754822, -0.30320900678634644, -0.10556921362876892, -0.003968776203691959, 0.23084670305252075, 0.4619702994823456, -0.02998799830675125, 0.12600241601467133, 0.06000250205397606, -0.5176669359207153, -0.2570616602897644, 0.002186586381867528, 0.4813443422317505, 0.4749823212623596, 0.25050774216651917, -0.33090367913246155, -0.027371538802981377, 0.0398845337331295, -0.4394552409648895, 0.35944485664367676, 0.6283014416694641, -0.28249433636665344, -0.33149686455726624, -0.047239646315574646, 0.4221547544002533, -0.2743298411369324, 0.2827349305152893, 0.11432970315217972, 0.25385090708732605, -0.13390637934207916, -0.0728599801659584, -0.1699800342321396, -0.15206564962863922, -0.546596348285675, 0.055287137627601624, 0.5075160264968872, -0.2804616391658783, 0.32156434655189514, 0.03001793473958969, -0.5325077772140503, 0.1782897561788559, 0.3977862000465393, -0.5399223566055298, -0.2246159017086029, -0.3207727372646332, -0.4244495630264282, 0.5474052429199219]"
