,condition,card2vec,drugName
699,173,"[0.46775346994400024, 0.08734814822673798, -0.7105016708374023, -0.443290650844574, 0.7419991493225098, 0.11480653285980225, 0.10560086369514465, -0.28416842222213745, 0.20921830832958221, -0.6709890961647034, 0.5032325983047485, -0.09013591706752777, -0.5462551116943359, -0.539424479007721, -0.17690980434417725, 0.17169222235679626, 0.685124397277832, -0.11442491412162781, -0.31188854575157166, 0.4333934485912323, -0.26339271664619446, -0.24619920551776886, 0.1644381582736969, -0.6392868161201477, -0.48839467763900757, 0.31804537773132324, -0.42603030800819397, -0.4910471737384796, -0.2237834483385086, 0.1859445571899414, -0.685081958770752, -0.3044810891151428, -0.13133642077445984, 1.0206937789916992, 0.043016042560338974, 0.1849122792482376, 0.1181848868727684, 1.179250717163086, -1.0135477781295776, -0.21889226138591766, -0.15395011007785797, 0.44928643107414246, -0.40557846426963806, 0.2294657677412033, -0.03787730634212494, -0.1619112193584442, 0.20144443213939667, -0.9398199319839478, 0.2649793326854706, -0.4838845729827881, -0.4925721287727356, -0.555367112159729, 0.7450249195098877, 0.007640986703336239, 1.4025267362594604, -0.5782915353775024, -0.07719489932060242, 0.2871403098106384, 0.7271260619163513, 0.00485631451010704, 0.14093546569347382, 0.13972075283527374, -0.3890734016895294, 0.19178466498851776]",1312
700,173,"[0.5760754346847534, 0.12470698356628418, -0.632722020149231, -0.42740896344184875, 0.634473443031311, 0.12421424686908722, 0.05893033370375633, -0.37840917706489563, 0.2709653079509735, -0.7941744327545166, 0.3656572699546814, -0.03671059012413025, -0.7800613045692444, -0.5985831618309021, -0.2512753903865814, 0.02290092594921589, 0.5613431930541992, 0.02462795190513134, -0.362466424703598, 0.4943732023239136, -0.17532210052013397, -0.3975253403186798, -0.05829767882823944, -0.667212963104248, -0.45259734988212585, 0.3566959500312805, -0.7129983901977539, -0.4827941060066223, -0.17332832515239716, 0.14409154653549194, -0.6639469861984253, -0.33065342903137207, -0.11463770270347595, 1.0999226570129395, 0.15567746758460999, 0.3508709669113159, -0.005984955467283726, 1.1061993837356567, -0.94767826795578, -0.2991423010826111, -0.21335577964782715, 0.556764543056488, -0.5088382959365845, 0.038720034062862396, 0.19559873640537262, -0.23814919590950012, 0.21158839762210846, -0.8450698852539062, 0.2285202443599701, -0.1660982221364975, -0.4897727966308594, -0.45675942301750183, 0.758599579334259, -0.025352327153086662, 1.3183913230895996, -0.7108457088470459, -0.20489110052585602, 0.17754657566547394, 0.872878909111023, 0.03717157244682312, -0.013498106971383095, -0.08921699970960617, -0.5897152423858643, 0.2600131034851074]",130
701,173,"[-0.022182971239089966, 0.10676591098308563, -0.180982306599617, 0.033495549112558365, 0.10780924558639526, 0.12544924020767212, -0.10383728891611099, 0.029458338394761086, -0.3317418694496155, -0.2706936001777649, -0.08619154244661331, 0.29831475019454956, -0.2598488926887512, -0.12229899317026138, 0.1567380428314209, -0.05663330480456352, 0.37478843331336975, -0.05919288843870163, -0.10769309103488922, -0.10769233107566833, 0.28221428394317627, -0.1308232843875885, 0.09920859336853027, -0.11817460507154465, 0.22982363402843475, 0.05240001529455185, -0.07858313620090485, -0.10005462914705276, 0.020083965733647346, -0.07052093744277954, 0.11012254655361176, 0.07903304696083069, -0.07380249351263046, -0.15545585751533508, 0.19888043403625488, -0.06772805750370026, 0.2152351438999176, 0.15581730008125305, -0.013475418090820312, 0.019048137590289116, -0.10905877500772476, -0.12793591618537903, -0.05977197736501694, -0.07207793742418289, 0.13190089166164398, -0.12072195112705231, -0.32715868949890137, 0.05409431457519531, 0.15813742578029633, 0.14458569884300232, -0.2932569980621338, -0.2858967185020447, 0.09165643900632858, -0.13358959555625916, 0.2544272840023041, 0.13600125908851624, -0.19124101102352142, 0.006280822679400444, 0.23195336759090424, -0.19173723459243774, 0.09640976786613464, -0.2856966555118561, -0.15758362412452698, 0.074406698346138]",1040
702,167,"[0.7532709240913391, 0.9703285694122314, -1.0643123388290405, -1.4660414457321167, -0.07535890489816666, -0.7039050459861755, -0.3292883336544037, 0.8942858576774597, 0.1881808042526245, 0.2787846326828003, 1.186881184577942, 0.08640637993812561, -0.269483745098114, -1.8914813995361328, 0.04568207636475563, 0.09759251773357391, 0.4811945855617523, 0.1428624391555786, -0.19216497242450714, 0.1632567197084427, 0.25251108407974243, 0.08732424676418304, 0.9419679641723633, -0.6445121169090271, 0.4135638475418091, 0.6565250754356384, -0.9373859167098999, 0.3611026406288147, -0.08770929276943207, 0.013420948758721352, 1.6015851497650146, 0.10621701925992966, -1.134722352027893, -1.0970922708511353, -0.46712878346443176, 0.11717722564935684, 0.23327216506004333, 0.030375288799405098, -0.24752166867256165, 0.6302452683448792, 0.5453495979309082, -0.30221566557884216, -0.1127575933933258, -0.39136600494384766, -0.3791453242301941, -0.31449827551841736, -1.0660065412521362, 0.8155760765075684, 0.2682260274887085, 0.9803475141525269, 0.2568201422691345, -0.7742300033569336, -1.258864402770996, 0.4803929328918457, -0.03400184586644173, 0.8844921588897705, -0.10579969733953476, -0.38015326857566833, 0.5478671789169312, -0.7547920346260071, -0.4104623794555664, 1.05014967918396, -0.3965325951576233, -0.8588764667510986]",2660
703,160,"[0.0500461682677269, -0.6138765811920166, 0.1325114369392395, -0.16492189466953278, 0.23189611732959747, -0.46778592467308044, 0.17959663271903992, -0.065484419465065, -0.08250299096107483, 0.14827612042427063, 0.10199636220932007, 0.9362566471099854, 0.20948535203933716, -0.7422539591789246, 0.1531921625137329, 0.30652597546577454, -0.17401869595050812, 0.11861833930015564, 0.06441347301006317, -0.45525088906288147, 0.5857027173042297, 0.06586151570081711, 0.16889792680740356, 0.25270789861679077, 0.12283645570278168, 0.26434165239334106, -0.16570310294628143, 0.11031689494848251, 0.22405380010604858, 0.6640317440032959, 0.14195945858955383, 0.3410247266292572, -0.03990226984024048, 0.12682804465293884, 0.8960486650466919, -0.11725332587957382, 0.49451130628585815, -0.22047945857048035, -0.6009386777877808, -0.5336596965789795, 0.44543778896331787, -0.032279595732688904, 0.13996438682079315, -0.26369598507881165, -0.31818687915802, 0.19452793896198273, 0.04409448057413101, 0.36633551120758057, 0.1415790468454361, 0.12303150445222855, -0.7179462909698486, 0.3371744751930237, 0.2467363476753235, -0.1508449912071228, 0.49263647198677063, 0.5769335031509399, -0.49910250306129456, 0.2265787273645401, -0.2266722470521927, -0.6346672773361206, 0.18566922843456268, -0.353731244802475, -0.5382922291755676, 0.27333182096481323]",775
704,122,"[0.26077744364738464, 0.06959645450115204, -0.1902296245098114, 0.1557854264974594, 0.34441331028938293, -0.20350824296474457, -0.04582711309194565, -0.07261273264884949, -0.010150820016860962, 0.0016278520924970508, 0.08968721330165863, 0.13290899991989136, -0.4273805618286133, -0.4644663631916046, 0.1509655863046646, 0.027553686872124672, 0.049914319068193436, -0.15607474744319916, -0.1331838071346283, -0.14152762293815613, 0.2652251720428467, 0.0438760444521904, 0.054054319858551025, -0.0405251570045948, 0.16205650568008423, 0.18731816112995148, -0.2552141845226288, -0.10352914780378342, -0.22077028453350067, 0.2733723819255829, 0.15322241187095642, 0.1226724311709404, -0.2621324062347412, -0.05707450956106186, -0.06304856389760971, 0.007853133603930473, 0.48050108551979065, 0.019784949719905853, -0.08417171984910965, 0.0460793673992157, -0.2892785370349884, 0.17687177658081055, -0.003617918351665139, 0.10478413850069046, -0.12208262830972672, -0.22176450490951538, -0.21027441322803497, -0.14121806621551514, 0.3331274092197418, -0.0754719227552414, -0.0992221087217331, -0.20327872037887573, 0.09226787835359573, 0.033685650676488876, 0.2845924198627472, 0.02413998544216156, -0.281060129404068, 0.05759111046791077, 0.03824947401881218, -0.3360656499862671, 0.08602752536535263, -0.21514764428138733, -0.31326860189437866, 0.02258843369781971]",2719
705,173,"[-0.07365094870328903, 0.6599835157394409, -1.1278150081634521, -0.010047723539173603, -0.021386027336120605, 1.2651171684265137, 0.21138596534729004, -0.2532655894756317, -0.01458006538450718, -0.24191315472126007, 0.5504805445671082, 0.12951162457466125, -0.8887932300567627, 0.1450200080871582, -0.21590228378772736, 0.13702921569347382, 1.546331763267517, 0.5342531204223633, -0.027338610962033272, 0.1833457201719284, 0.5648795366287231, -0.18468217551708221, -0.03438645228743553, -0.3131270110607147, -0.11886139959096909, -0.058652304112911224, 0.005835465155541897, -0.1975673884153366, 0.15133967995643616, 0.10173948854207993, -0.37170639634132385, 0.24049925804138184, 0.3181026875972748, -0.4992608428001404, 0.48289239406585693, -0.32109731435775757, -0.61734938621521, 0.8153803944587708, 0.2484695464372635, 0.5121825337409973, -0.07844128459692001, 0.6914225816726685, 0.030329426750540733, 0.5683434009552002, -0.21211189031600952, 0.08833271265029907, -0.4086412489414215, -0.025338008999824524, -0.47717970609664917, -0.10253281891345978, -1.3931866884231567, 0.27175843715667725, 0.3897535800933838, -0.2994043827056885, 1.160593032836914, 0.5366964340209961, -0.21453507244586945, 0.23486556112766266, -0.06164909526705742, -0.7843241691589355, 0.5888639688491821, -0.3722974359989166, -0.22123870253562927, 0.18639016151428223]",1315
706,80,"[-0.21126699447631836, 0.5572508573532104, -0.6278896927833557, 0.40474092960357666, 1.2944258451461792, 1.196882963180542, 0.18855686485767365, -0.3245125114917755, -0.12810949981212616, 0.21978339552879333, 0.3502211570739746, 1.0713202953338623, -0.18017421662807465, -0.9461708664894104, 0.319499671459198, -0.5798786878585815, -1.6426697969436646, -0.007810161914676428, -0.07190702110528946, -0.030318360775709152, 0.8585159182548523, -0.4560226798057556, 0.02236383780837059, -0.8596424460411072, 0.00016913040599320084, -0.5006564259529114, -0.43376192450523376, 0.6294112205505371, -1.6389738321304321, -1.1349021196365356, 0.09729589521884918, -0.6927783489227295, -0.7512007355690002, -1.1134668588638306, 0.32379603385925293, -0.7219324707984924, -1.1421000957489014, 0.5065413117408752, -0.26392504572868347, -0.8468119502067566, -1.0635968446731567, 1.4926689863204956, 0.0630720928311348, -0.5616060495376587, -0.5959921479225159, -0.08800313621759415, -0.4841829538345337, -1.0738788843154907, -0.7184555530548096, -0.049563102424144745, -0.7643386125564575, -0.1843712478876114, 1.5565789937973022, 0.41593658924102783, 1.1665512323379517, -0.17560236155986786, -0.4455000162124634, -0.38489896059036255, 0.6981225609779358, -0.8311974406242371, 0.2926107943058014, -0.25222837924957275, 0.21206267178058624, 0.004900769796222448]",248
707,444,"[0.3323921263217926, 0.3232666254043579, -0.6667602062225342, -0.09120026975870132, 0.15744365751743317, 0.10542990267276764, 0.5259074568748474, -0.14148016273975372, 0.11171381920576096, 0.25397300720214844, -0.1587820053100586, 0.13987204432487488, -0.0018954613478854299, -0.3639008104801178, 0.36371973156929016, -0.2674408257007599, -0.26702359318733215, 0.004099542275071144, 0.05485454574227333, 0.2769690752029419, 0.5436149835586548, 0.05489831417798996, 0.08795169740915298, 0.1319221556186676, 0.17348317801952362, -0.15573562681674957, -0.1971430629491806, 0.16229963302612305, -0.3784804344177246, 0.4396906793117523, 0.20188041031360626, 0.22278660535812378, -0.8761701583862305, 0.49362730979919434, -0.2005973905324936, 0.033227529376745224, 0.14142338931560516, 0.3180616497993469, -0.3643709421157837, -0.09278769046068192, -0.6238123178482056, 0.09887104481458664, -0.28914058208465576, -0.013633701018989086, -0.3604087829589844, 0.27795034646987915, -0.0767294317483902, 0.2229911834001541, 0.48053228855133057, -0.22971579432487488, -0.6444315314292908, -0.34102916717529297, -0.02920522913336754, 0.03358283266425133, 0.20336085557937622, -0.00047213301877491176, -0.14645053446292877, 0.25002357363700867, 0.1569271683692932, -0.13662445545196533, 0.10423584282398224, 0.1414189487695694, -0.17213310301303864, 0.2008432298898697]",1178
708,603,"[0.059394143521785736, -0.3674631118774414, -1.8994839191436768, 1.1215888261795044, 0.14469139277935028, -0.14046448469161987, -0.8880602121353149, -0.7634974718093872, 0.8514826893806458, 1.1335169076919556, 0.032615818083286285, 0.5633248686790466, -0.30258676409721375, -0.5047032237052917, -0.5211974382400513, 0.3223581612110138, 0.9216538667678833, 0.11569344252347946, -0.26277998089790344, 0.30003443360328674, 1.1296225786209106, 1.2481768131256104, -0.120204396545887, 0.40262189507484436, 0.5667159557342529, -0.8727565407752991, -0.1741892248392105, -1.031592845916748, 0.3272492587566376, 0.553490161895752, 0.3901183307170868, 0.5674983859062195, -0.6428815126419067, -0.750363826751709, -0.6883682012557983, -0.6470281481742859, 0.6197373867034912, -0.2584036886692047, -0.5509166121482849, 0.10848842561244965, 0.15547223389148712, 0.0785939022898674, 0.8230262994766235, -0.1599762886762619, 0.19230954349040985, -0.03258281573653221, -0.41438478231430054, 0.0876992866396904, 0.7269654273986816, 0.6566717624664307, -1.4157146215438843, 0.7961728572845459, 0.3585375249385834, -0.323516845703125, -0.5455925464630127, 0.1647367626428604, -1.969326138496399, -0.35284802317619324, 1.3311443328857422, 0.35256630182266235, -0.7087412476539612, -0.8509519696235657, -0.31144261360168457, 0.15610571205615997]",2997
709,592,"[0.867973804473877, 1.5735206604003906, -1.0422519445419312, 0.08619542419910431, 0.22685638070106506, 0.5448734760284424, -0.25556322932243347, 0.17779995501041412, -0.4395082890987396, -0.3053564429283142, 0.43329647183418274, -0.22099904716014862, -0.6574828028678894, -0.6850564479827881, 0.9862027168273926, 0.20165905356407166, 0.2914433777332306, -0.08412624895572662, 0.31134822964668274, 0.7796546220779419, 0.04056757688522339, 0.8048800826072693, 0.29427263140678406, -0.5039236545562744, -0.45626750588417053, -0.9544913172721863, 0.17653384804725647, -0.9525026679039001, -1.1445287466049194, 0.8565714359283447, 0.019110320135951042, 0.09615449607372284, -1.1959707736968994, -0.9922539591789246, -1.3434139490127563, 0.7434428334236145, 0.9576613306999207, 1.0662510395050049, -0.4364685118198395, 0.3392219543457031, -0.38852518796920776, 0.38753053545951843, 0.38266420364379883, 0.27603182196617126, 0.03735724464058876, 0.05315621569752693, 0.35405877232551575, 0.6935954093933105, -0.5223835110664368, -0.17673428356647491, -0.4811969995498657, -0.020526858046650887, 0.04548238590359688, -1.1358160972595215, 0.3477296829223633, 0.6501551270484924, -0.7434821724891663, -0.2961997389793396, -0.9218631386756897, -1.514018177986145, 0.9950836896896362, 0.16129033267498016, 0.17799308896064758, -0.5565448999404907]",2868
710,173,"[0.7487190365791321, 0.35519087314605713, -0.948326051235199, -0.07732123136520386, 0.35899266600608826, 0.30001503229141235, -0.5004475116729736, -0.4998946487903595, 1.0538330078125, -0.7675114870071411, 0.23681247234344482, -0.2856590747833252, 0.4811544418334961, -0.20728766918182373, -0.3870868980884552, 0.2757335603237152, 0.2559911906719208, -0.39020898938179016, 0.36128321290016174, -1.2753475904464722, 0.4740109145641327, -0.9905120730400085, -0.06015148386359215, 0.31418246030807495, -0.1828315258026123, -0.23436239361763, 0.40600645542144775, 0.16270503401756287, -0.18370307981967926, -0.21978409588336945, 0.4660521149635315, -0.6753730773925781, 0.12029977142810822, 0.1531534492969513, 1.383589744567871, 0.40276700258255005, -1.0513371229171753, 1.182699203491211, -0.8502249717712402, -1.3077117204666138, 0.3896680176258087, 0.11168835312128067, -0.6282891035079956, -0.12538497149944305, -0.08591959625482559, 0.2438393086194992, 0.139953151345253, -0.6581752896308899, -0.6513471603393555, -0.3017216920852661, -1.102766752243042, 0.034253720194101334, 1.0376900434494019, -1.0254311561584473, 2.307150363922119, 0.9475653171539307, 0.06312902271747589, 0.31555747985839844, -0.07357964664697647, -0.3733733892440796, -0.34532976150512695, 0.395050972700119, 0.04470923915505409, 1.2615814208984375]",3202
711,283,"[0.6169160008430481, -0.7137712836265564, -1.2406736612319946, 1.0111744403839111, 0.16793785989284515, 0.8373910784721375, 0.3561887741088867, -0.13346144556999207, 0.671023964881897, -0.6510052680969238, 1.275697112083435, 0.31284815073013306, 0.026907922700047493, -0.4527181386947632, -0.44196709990501404, -0.2932034432888031, 0.5538428425788879, -0.1707577109336853, 0.38225042819976807, -0.6637163758277893, 1.266448974609375, -0.5523408651351929, 0.31040018796920776, -1.1447495222091675, -0.6186649203300476, -0.2687673568725586, -0.6218063831329346, -0.511033296585083, -1.2618486881256104, 1.01686429977417, 0.06467331200838089, -0.6540263891220093, 0.8346849679946899, -0.20626890659332275, -0.31171053647994995, 1.5480499267578125, -0.04021274670958519, 0.878604531288147, 0.5675171613693237, -0.4232772886753082, -0.6746528148651123, 0.8026781678199768, 0.002619885839521885, -0.26494234800338745, -0.2904602885246277, -0.06018000841140747, -0.36221733689308167, 0.2856435477733612, 0.5070251822471619, -0.048257701098918915, 0.44233575463294983, 0.13898219168186188, 1.3321821689605713, -0.6398764252662659, 0.9771596789360046, -0.2110125720500946, -0.7721177935600281, 0.7457064390182495, -0.2881794571876526, -0.24947795271873474, 0.07269979268312454, -0.04502826929092407, -1.0547804832458496, -0.4075450599193573]",3232
712,624,"[0.9137936234474182, -0.6604100465774536, 0.8041102886199951, 1.1783509254455566, 0.7402371764183044, -1.144681453704834, -0.48886528611183167, -0.2196761965751648, -0.723271906375885, -0.3292771577835083, 0.44700461626052856, 1.8694952726364136, -0.7571103572845459, -0.2305186539888382, 0.46504104137420654, -0.42626506090164185, -0.5855274200439453, -0.3895106911659241, 0.13168084621429443, -1.1030627489089966, 0.4929494261741638, 0.04393758997321129, 0.7838553190231323, -0.17689676582813263, -0.3103908598423004, -0.43477824330329895, -0.9080283045768738, -0.37606728076934814, -0.3100884258747101, 0.35299092531204224, 0.7740997672080994, 0.7561249136924744, -1.539198875427246, -0.40900304913520813, -0.32157203555107117, -0.19703438878059387, 1.098134160041809, -0.05676805600523949, 0.8467296361923218, 1.432334065437317, 0.5178843140602112, -0.12880544364452362, 0.0774470791220665, -0.3561147451400757, -0.48288437724113464, 0.2983741760253906, -1.1752058267593384, 1.4662396907806396, 0.6625146269798279, 0.4590575397014618, -0.38388630747795105, 0.7349415421485901, 0.9933603405952454, -1.2757102251052856, -0.2519751191139221, 0.4887638986110687, -0.8286210298538208, 0.4544035792350769, 0.9142411947250366, 0.016315145418047905, -0.8442949056625366, -0.21552710235118866, -1.75840425491333, 0.45691680908203125]",2497
713,80,"[0.30132701992988586, 0.5685184597969055, -0.3276030123233795, -1.0237277746200562, 0.9492754936218262, 0.4821545481681824, -0.9865620732307434, -0.0707806795835495, -0.6545166969299316, -1.1527342796325684, 0.9325306415557861, 0.022689810022711754, -0.6904414296150208, -0.7936828136444092, 1.028637409210205, 0.6142006516456604, -0.03568505868315697, -0.5076305270195007, 0.06865428388118744, 0.46029698848724365, 0.08726023882627487, -0.7714170217514038, 0.3043805956840515, -0.994331955909729, -0.2538028657436371, 0.7687664031982422, 0.3020414412021637, 0.3271866738796234, -0.2891497015953064, 0.3480190336704254, -0.9298548102378845, -0.5567700266838074, -1.418503999710083, -0.5565532445907593, 0.7183730602264404, -0.032314129173755646, 0.5342221856117249, 0.8049299120903015, -0.4661056399345398, -0.23907549679279327, 0.4340277314186096, 0.6406732201576233, -0.09357549995183945, 0.7682175636291504, 0.013866753317415714, 0.41725432872772217, 0.4359250068664551, -1.193514108657837, -1.222061038017273, -0.4651813805103302, 0.31805774569511414, -1.1342875957489014, 0.8567878603935242, 0.33136090636253357, 1.5903961658477783, 0.5217245221138, 0.23078414797782898, -0.8305054306983948, -0.04424498975276947, -0.9037266373634338, -0.12302172929048538, -1.484235405921936, 0.10331755131483078, 0.42808252573013306]",1732
714,314,"[0.44810163974761963, -0.35108891129493713, -0.5894020795822144, -0.667374312877655, 1.0907437801361084, 0.13168446719646454, -0.3324521780014038, -0.3613591492176056, 1.095132827758789, -0.3039882779121399, 1.3130106925964355, -0.015117376111447811, -0.09810926765203476, 0.278243750333786, 0.8093635439872742, 1.109358310699463, 0.15977078676223755, 0.6581586599349976, 0.7006702423095703, 0.2985653877258301, 0.9590290188789368, -0.19169998168945312, 0.9201369881629944, 0.25003930926322937, 0.7534011602401733, -0.8885185122489929, 0.013070350512862206, 0.4129430055618286, 1.6762731075286865, 1.1906143426895142, -0.4723786413669586, -0.1268496811389923, 0.4548904299736023, 1.0435776710510254, 0.6101014614105225, -0.6273422241210938, 1.248968482017517, 1.1521657705307007, -0.004315980244427919, 0.9508621096611023, 1.1122068166732788, -0.21673765778541565, 1.3372687101364136, 0.5212217569351196, 0.26515963673591614, 0.27726078033447266, -0.9063594937324524, -0.29921093583106995, -0.11399363726377487, 0.9445441365242004, -0.23267726600170135, -0.7520657777786255, 1.6274546384811401, 0.2704163193702698, 1.380340576171875, 1.196982741355896, -0.7449663877487183, 0.7104230523109436, 0.279721736907959, -0.9321737885475159, 0.4028930068016052, -0.3204220235347748, -0.178365558385849, 0.07586617767810822]",1857
715,283,"[0.7698967456817627, 0.5440869331359863, -0.5036558508872986, 0.10119364410638809, -0.10608835518360138, 0.1141069158911705, 0.12845180928707123, 0.6958535313606262, -0.013216651976108551, 0.08609512448310852, -0.11272706836462021, -0.3534509837627411, -0.5528239011764526, -0.5860702991485596, -0.42521899938583374, 0.6323531270027161, -0.9592898488044739, 0.934477686882019, -0.21862494945526123, 0.25218379497528076, 0.8742309212684631, -0.5262773633003235, 0.2765992283821106, 0.03937681391835213, 0.10809251666069031, -0.7888743281364441, -0.9237985014915466, -0.13704517483711243, -0.8605612516403198, 0.08971799910068512, -0.03344566747546196, 0.3950363099575043, -0.9474540948867798, -0.19419653713703156, 0.03472188487648964, 0.269435316324234, 0.22878398001194, 0.543163001537323, 0.032288819551467896, 0.12276152521371841, -1.1797058582305908, -0.8618412613868713, -0.3476943373680115, 0.22388257086277008, -0.05423663556575775, -0.19635899364948273, 0.7113155722618103, -0.19934283196926117, 1.262824296951294, 0.17921318113803864, -0.4351811110973358, -0.30431559681892395, 0.6150153875350952, -0.2513708770275116, 0.5784466862678528, -0.038754548877477646, -0.8557780385017395, -0.6962049007415771, 0.1296893209218979, -1.003248691558838, 0.04759664088487625, -0.3140769302845001, -0.6458741426467896, 0.0207916758954525]",2926
716,539,"[0.46813109517097473, -0.13876594603061676, 0.3129901885986328, -0.22764825820922852, 0.15679453313350677, 0.013944507576525211, -1.1644173860549927, 0.773650050163269, 0.04794342443346977, 0.047618769109249115, 0.8651264309883118, -0.2038571536540985, -0.5752707719802856, -1.0185960531234741, 0.45177069306373596, -0.17063383758068085, -0.21434329450130463, -0.36917391419410706, -0.7163599133491516, 0.5440861582756042, -0.10596965253353119, -0.33650702238082886, -0.8519060015678406, 0.07482239603996277, 0.027759820222854614, -0.660837709903717, -1.6544603109359741, -0.5856680274009705, -0.1568453460931778, 0.9586322903633118, 0.12692053616046906, 0.5275261998176575, -1.2152254581451416, 0.9054929614067078, -0.20050048828125, 1.2341676950454712, 1.372041940689087, -0.07152684032917023, -0.016908302903175354, -0.712300717830658, 0.16867868602275848, 0.2167164832353592, 0.04009013995528221, -0.6996196508407593, 0.6089703440666199, -0.5816748738288879, -0.6596229076385498, -0.39872825145721436, 0.24400626122951508, 0.23363888263702393, -0.20017248392105103, 0.6453092694282532, 0.21447600424289703, -0.19417686760425568, 0.21359485387802124, -1.277806043624878, -1.3368617296218872, 0.3324350416660309, 1.1522834300994873, -0.6296994686126709, -0.11223407089710236, -1.1519761085510254, -1.3908103704452515, -1.108858585357666]",1455
717,539,"[0.41383934020996094, -0.08260989189147949, 0.21665677428245544, -0.049726132303476334, 0.2520939111709595, 0.02835095487535, -1.04035484790802, 0.9285873770713806, 0.039402227848768234, 0.009234108030796051, 0.8053981065750122, -0.24591894447803497, -0.46348321437835693, -1.1061482429504395, 0.4827425479888916, -0.22598299384117126, -0.26479804515838623, -0.3828156888484955, -0.5459619760513306, 0.6640443801879883, 0.0035413752775639296, -0.34714797139167786, -0.9623949527740479, 0.15732821822166443, 0.026059702038764954, -0.5752900242805481, -1.738677740097046, -0.6474536657333374, -0.19829483330249786, 0.8625271916389465, 0.06491917371749878, 0.5607342720031738, -1.2694722414016724, 1.0115978717803955, -0.08270518481731415, 1.437994122505188, 1.3634824752807617, -0.15295356512069702, 0.02678598091006279, -0.8639039993286133, 0.12059168517589569, 0.21649880707263947, 0.0569511353969574, -0.5540202260017395, 0.6039539575576782, -0.6311591267585754, -0.4182220697402954, -0.20819588005542755, 0.2566598355770111, 0.1305815428495407, -0.059951022267341614, 0.5145793557167053, 0.22182540595531464, -0.16645245254039764, 0.11720896512269974, -1.3142988681793213, -1.4951344728469849, 0.34179553389549255, 1.2701187133789062, -0.6897050142288208, 0.08289271593093872, -1.0855916738510132, -1.51003098487854, -1.3218399286270142]",123
718,853,"[-0.3696548342704773, 1.3563402891159058, -0.042604874819517136, -0.4609314203262329, 1.558797001838684, 0.03873661905527115, -0.48550352454185486, -0.6853758096694946, 0.023029522970318794, 0.22418387234210968, 0.39989498257637024, 1.4474116563796997, 0.032768044620752335, -0.8774168491363525, 0.386726438999176, 0.4643215239048004, 0.6612402200698853, 0.35507896542549133, -0.20501968264579773, 0.14148302376270294, 1.1136927604675293, -0.5483111143112183, 0.18521593511104584, -0.1323804259300232, 0.4881466329097748, -0.6671344041824341, -0.5205383896827698, 0.6529873013496399, -0.2762916684150696, -0.12607397139072418, 0.46555423736572266, -0.26574060320854187, -0.13490286469459534, 0.678979754447937, 0.40020814538002014, 0.8663026094436646, 0.6155865788459778, 0.6150520443916321, -0.820765495300293, -0.8015817403793335, -0.053647302091121674, -0.7882691025733948, 0.7357043027877808, -0.5993916988372803, 0.04844792187213898, 0.040538493543863297, -1.3033417463302612, -0.36454638838768005, -0.4738442599773407, -0.13837358355522156, -0.9738657474517822, 0.6792545914649963, -0.6730145812034607, -0.8920556306838989, 1.261181116104126, 0.2979874312877655, -0.6598301529884338, 0.49512627720832825, 0.6988798379898071, -0.45229873061180115, -0.6035497784614563, 0.5014559030532837, -0.7650457620620728, -0.2812090516090393]",3011
719,853,"[-0.31183844804763794, 1.3345870971679688, 0.08730532974004745, -0.3099159002304077, 1.6063849925994873, -0.01573573239147663, -0.23501770198345184, -0.6171410083770752, 0.06570053100585938, 0.13076865673065186, 0.4768402576446533, 1.431581735610962, 0.07625065743923187, -0.834026575088501, 0.35806235671043396, 0.41246297955513, 0.7287061214447021, 0.21977952122688293, -0.023844337090849876, -0.022083090618252754, 1.0835037231445312, -0.5620479583740234, 0.23324249684810638, -0.015551025047898293, 0.6723370552062988, -0.6421917676925659, -0.4548935294151306, 0.6535007357597351, -0.19560126960277557, 0.058803703635931015, 0.5065553188323975, -0.2004013955593109, 0.016998572275042534, 0.7815036773681641, 0.3383834958076477, 0.7772936820983887, 0.6954325437545776, 0.6533576846122742, -1.023182988166809, -0.7373274564743042, -0.045964427292346954, -0.7997474074363708, 0.6314125657081604, -0.6815869212150574, 0.13185645639896393, -0.16116604208946228, -1.1647874116897583, -0.3352026641368866, -0.4260013699531555, -0.14949822425842285, -1.0563817024230957, 0.631700873374939, -0.6109495162963867, -1.0036808252334595, 1.2864031791687012, 0.24928250908851624, -0.5611005425453186, 0.6351786851882935, 0.768325924873352, -0.4225214421749115, -0.6505967378616333, 0.5482351779937744, -0.7997053265571594, -0.2711699604988098]",216
